tgl,lat,lon,depth,mag,remark
1/1/2021,0.3,126.62,58,3.1,Northern Molucca Sea
1/1/2021,-9.25,119.44,29,2.5,Sumba Region - Indonesia
1/1/2021,2.25,127.29,38,3.8,Northern Molucca Sea
1/1/2021,-7.58,128.67,197,4.2,Banda Sea
1/1/2021,-8.9,119.04,69,2.8,Flores Region - Indonesia
1/1/2021,-9.78,120.66,16,3.0,Sumba Region - Indonesia
1/1/2021,-2.76,130.52,10,3.3,Seram - Indonesia
1/1/2021,-9.69,119.83,50,2.9,Sumba Region - Indonesia
1/1/2021,-9.14,119.06,53,3.3,Sumba Region - Indonesia
1/1/2021,-0.22,124.45,10,4.7,Southern Molucca Sea
1/1/2021,-3.1,131.81,30,3.6,Irian Jaya Region - Indonesia
1/1/2021,0.3,126.62,58,3.1,Northern Molucca Sea
1/1/2021,-9.25,119.44,29,2.5,Sumba Region - Indonesia
1/1/2021,2.25,127.29,38,3.8,Northern Molucca Sea
1/1/2021,-7.58,128.67,197,4.2,Banda Sea
1/1/2021,-8.9,119.04,69,2.8,Flores Region - Indonesia
1/1/2021,-9.78,120.66,16,3.0,Sumba Region - Indonesia
1/1/2021,-2.76,130.52,10,3.3,Seram - Indonesia
1/1/2021,-9.69,119.83,50,2.9,Sumba Region - Indonesia
1/1/2021,-9.14,119.06,53,3.3,Sumba Region - Indonesia
1/1/2021,-0.22,124.45,10,4.7,Southern Molucca Sea
1/1/2021,-3.1,131.81,30,3.6,Irian Jaya Region - Indonesia
1/1/2021,4.32,96.52,10,2.8,Northern Sumatra - Indonesia
1/1/2021,-9.72,120.61,31,2.5,Sumba Region - Indonesia
1/1/2021,-9.9,120.74,41,3.0,Sumba Region - Indonesia
1/1/2021,-1.85,120.53,10,4.0,Sulawesi - Indonesia
1/1/2021,-9.01,118.49,67,4.3,Sumbawa Region - Indonesia
1/1/2021,-8.21,117.81,19,3.5,Sumbawa Region - Indonesia
1/2/2021,-3.82,133.74,10,4.1,Irian Jaya Region - Indonesia
1/2/2021,0.21,121.01,19,2.9,Minahassa Peninsula - Sulawesi
1/2/2021,-8.79,124.3,69,3.0,Timor Region
1/2/2021,4.41,137.99,10,5.0,W. Caroline Islands - Micronesia
1/2/2021,4.41,137.99,10,5.0,W. Caroline Islands - Micronesia
1/2/2021,-0.1,125.38,10,2.9,Southern Molucca Sea
1/2/2021,-7.09,122.35,10,3.6,Flores Sea
1/2/2021,1.2,96.81,13,3.4,Off West Coast of Northern Sumatra
1/2/2021,0.52,125.61,10,3.5,Northern Molucca Sea
1/2/2021,-2.77,127.91,16,2.7,Ceram Sea
1/2/2021,-1.98,122.5,10,4.6,Sulawesi - Indonesia
1/2/2021,-1.92,122.39,10,4.0,Sulawesi - Indonesia
1/2/2021,-1.75,119.43,10,2.8,Sulawesi - Indonesia
1/2/2021,-3.67,128.74,18,2.6,Seram - Indonesia
1/2/2021,-0.07,123.72,108,4.1,Minahassa Peninsula - Sulawesi
1/2/2021,2.8,128.4,208,3.0,Halmahera - Indonesia
1/2/2021,-0.7,123.06,10,3.8,Minahassa Peninsula - Sulawesi
1/2/2021,-7.1,129.42,211,4.5,Banda Sea
1/2/2021,-7.18,125.17,460,4.1,Banda Sea
1/2/2021,-3.16,139.2,10,3.5,Irian Jaya - Indonesia
1/2/2021,-4.31,138.31,159,4.8,Irian Jaya - Indonesia
1/2/2021,0.53,121.92,115,4.0,Minahassa Peninsula - Sulawesi
1/2/2021,-2.21,134.26,10,3.5,Irian Jaya Region - Indonesia
1/2/2021,-0.35,121.76,10,3.2,Minahassa Peninsula - Sulawesi
1/2/2021,-8.39,114.86,284,2.3,Bali Region - Indonesia
1/2/2021,-3.53,128.29,10,2.3,Seram - Indonesia
1/2/2021,-8.45,116.24,18,2.0,Sumbawa Region - Indonesia
1/2/2021,-6.02,103.52,10,3.0,Southwest of Sumatra - Indonesia
1/2/2021,1.9,128.26,10,2.8,Halmahera - Indonesia
1/2/2021,-4.48,126.11,398,4.3,Banda Sea
1/3/2021,-2.83,119.49,10,2.5,Sulawesi - Indonesia
1/3/2021,-2.87,122.06,11,3.3,Sulawesi - Indonesia
1/3/2021,-2.85,122.13,10,3.2,Sulawesi - Indonesia
1/3/2021,-3.87,101.4,13,3.2,Southern Sumatra - Indonesia
1/3/2021,-2.79,122.18,10,4.7,Sulawesi - Indonesia
1/3/2021,-2.82,122.15,10,3.4,Sulawesi - Indonesia
1/3/2021,-2.82,122.19,10,3.7,Sulawesi - Indonesia
1/3/2021,-7.87,124.58,197,3.2,Banda Sea
1/3/2021,-2.76,122.2,11,4.9,Sulawesi - Indonesia
1/3/2021,-2.76,122.2,11,4.9,Sulawesi - Indonesia
1/3/2021,-8.0,120.46,12,2.5,Flores Region - Indonesia
1/3/2021,-2.78,122.22,10,3.6,Sulawesi - Indonesia
1/3/2021,-2.77,127.46,10,2.5,Ceram Sea
1/3/2021,-0.1,122.82,136,3.0,Minahassa Peninsula - Sulawesi
1/3/2021,0.25,121.91,179,3.3,Minahassa Peninsula - Sulawesi
1/3/2021,-1.42,99.66,11,4.3,Southern Sumatra - Indonesia
1/3/2021,-8.95,124.85,10,3.0,Timor Region
1/3/2021,-2.91,139.44,23,3.5,Near North Coast of Irian Jaya
1/3/2021,0.32,125.81,10,4.2,Northern Molucca Sea
1/3/2021,-8.38,108.12,19,3.0,Java - Indonesia
1/3/2021,2.05,98.91,10,2.5,Northern Sumatra - Indonesia
1/3/2021,-9.81,119.0,10,2.9,Sumbawa Region - Indonesia
1/3/2021,0.61,122.15,86,3.5,Minahassa Peninsula - Sulawesi
1/3/2021,-2.93,126.6,15,3.1,Ceram Sea
1/3/2021,-0.05,123.59,101,3.5,Minahassa Peninsula - Sulawesi
1/3/2021,-7.29,124.34,206,3.7,Banda Sea
1/3/2021,0.36,99.88,10,2.8,Northern Sumatra - Indonesia
1/3/2021,-0.55,123.45,10,3.2,Minahassa Peninsula - Sulawesi
1/4/2021,-8.75,121.48,149,3.2,Flores Region - Indonesia
1/4/2021,-1.34,120.41,10,3.6,Sulawesi - Indonesia
1/4/2021,1.42,126.41,13,3.1,Northern Molucca Sea
1/4/2021,-9.25,113.11,53,3.4,South of Java - Indonesia
1/4/2021,-9.71,112.86,10,3.3,South of Java - Indonesia
1/4/2021,-0.33,132.99,13,3.4,Irian Jaya Region - Indonesia
1/4/2021,-9.0,119.66,11,2.4,Sumba Region - Indonesia
1/4/2021,3.3,124.83,266,4.1,Celebes Sea
1/4/2021,-5.27,104.33,10,2.8,Southern Sumatra - Indonesia
1/4/2021,-8.41,108.97,25,3.6,Java - Indonesia
1/4/2021,-9.84,118.77,10,3.4,Sumbawa Region - Indonesia
1/4/2021,-6.25,104.74,22,3.6,Sunda Strait - Indonesia
1/4/2021,-8.02,117.26,18,2.7,Sumbawa Region - Indonesia
1/4/2021,-5.76,103.87,27,3.7,Southern Sumatra - Indonesia
1/4/2021,-2.87,122.09,10,3.4,Sulawesi - Indonesia
1/4/2021,-9.62,115.15,10,3.8,South of Bali - Indonesia
1/4/2021,2.49,123.29,432,4.0,Celebes Sea
1/5/2021,1.61,99.57,175,3.9,Northern Sumatra - Indonesia
1/5/2021,-7.47,106.71,36,3.2,Java - Indonesia
1/5/2021,-2.66,121.78,10,2.9,Sulawesi - Indonesia
1/5/2021,-8.7,116.21,134,3.3,Sumbawa Region - Indonesia
1/5/2021,0.02,123.64,132,3.7,Minahassa Peninsula - Sulawesi
1/5/2021,-0.44,131.73,10,4.1,Irian Jaya Region - Indonesia
1/5/2021,-7.26,106.17,26,3.8,Java - Indonesia
